speed;rate;vol;wear;rough;cost;victories;defeats;draws
80;50;6439.56;2.9;0.35;25.88;827;172;0
80;56.4;5706.22;3.1;0.37;21.71;646;353;0
80;64.39;5876.59;3.12;0.39;21.2;454;545;0
80;92.62;5000;3.69;0.44;16.26;133;866;0
80;53.72;5000;3.33;0.35;19.63;743;256;0
80;64.47;5046.4;3.4;0.38;18.32;497;502;0
80;62.61;5804.89;3.12;0.39;21.17;498;501;0
80;50;6670.91;2.89;0.35;26.9;802;197;0
80;57.97;5888.01;3.06;0.37;22.16;588;411;0
80;70.23;5441.73;3.29;0.4;19;431;568;0
80;89.44;5000;3.64;0.43;16.37;154;845;0
80;50;5767.1;3.01;0.35;23.08;904;95;0
80;95.91;5000;3.75;0.44;16.18;107;892;0
80;99.38;5000;3.82;0.45;16.11;81;918;0
80;51.99;5783.7;3.03;0.35;22.77;755;244;0
80;75.98;5000;3.5;0.41;17.1;273;726;0
80;50;5480.5;3.09;0.35;21.98;915;84;0
79.97;64.09;5009.85;3.42;0.38;18.25;485;514;0
80;58.12;5000.8;3.37;0.37;18.98;625;374;0
80;54.63;5000;3.34;0.36;19.49;714;285;0
80;59.77;5702.06;3.13;0.38;21.18;561;438;0
80;96.89;5000;3.77;0.45;16.16;101;898;0
80;104.34;5000;3.94;0.46;16.05;47;952;0
80;55.21;5769.9;3.07;0.36;22.15;666;333;0
80;85.68;5000.05;3.59;0.43;16.53;185;814;0
80;57.62;5637.35;3.13;0.37;21.27;614;385;0
80;63.18;5796.36;3.13;0.39;21.06;490;509;0
80;61.7;5000;3.4;0.38;18.5;533;466;0
80;55.47;5018.24;3.34;0.36;19.42;690;309;0
80;50.01;5991.83;2.96;0.35;23.98;884;115;0
80;62.66;5000.01;3.41;0.38;18.38;512;487;0
80;74.95;5000;3.49;0.41;17.18;287;712;0
80;64.52;5564.34;3.2;0.39;20.05;505;494;0
80;55.78;5000;3.35;0.36;19.31;679;320;0
80;50;6507.56;2.89;0.35;26.17;818;181;0
80;53.16;5286.07;3.2;0.35;20.71;739;260;0
80;65.8;5585.22;3.21;0.39;19.97;479;520;0
80;51.19;5407.41;3.13;0.35;21.49;851;148;0
80;81.73;5000;3.55;0.42;16.73;216;783;0
80;60.07;5674.19;3.14;0.38;21.04;558;441;0
80;59.78;5000;3.39;0.37;18.75;582;417;0
80;107.02;5000;4.02;0.46;16.04;19;980;0
80;108.59;5000;4.06;0.46;16.04;3;996;0
80;50;6237.9;2.92;0.35;25.01;857;142;0
80;51.75;5766.44;3.03;0.35;22.75;763;236;0
80;69.43;5005.07;3.45;0.4;17.67;381;618;0
80;55.54;5637.35;3.11;0.36;21.59;665;334;0
80;66.99;5686.85;3.19;0.4;20.2;445;554;0
80;58.45;5009.94;3.37;0.37;18.96;618;381;0
80;50;6239.22;2.92;0.35;25.02;856;143;0
80;64.16;5000.04;3.42;0.38;18.21;485;514;0
80;94.04;5000;3.71;0.44;16.22;123;876;0
80;65.06;5000;3.43;0.39;18.11;470;529;0
80;70.86;5000;3.46;0.4;17.52;352;647;0
80;91.41;5000;3.67;0.44;16.3;142;857;0
80;55.79;5100.7;3.31;0.36;19.65;701;298;0
80;50;6711.42;2.89;0.35;27.08;796;203;0
80;76.28;5000;3.5;0.41;17.08;270;729;0
80;59.83;5004.08;3.39;0.37;18.76;581;418;0
80;52.5;5783.7;3.04;0.36;22.68;740;259;0
80;53.67;5899.44;3.02;0.36;22.92;702;297;0
80;88.98;5000;3.64;0.43;16.39;156;843;0
80;71.14;5000;3.47;0.4;17.5;346;653;0
80;67.37;5882.29;3.14;0.4;20.86;401;598;0
80;50;5235.87;3.18;0.34;21.08;910;89;0
80;60.32;5894.17;3.08;0.38;21.82;536;463;0
80;76.96;5000;3.51;0.41;17.03;262;737;0
80;50.99;5000;3.29;0.35;20.08;920;79;0
80;50;5745.4;3.02;0.35;23;907;92;0
80;55.17;5014.07;3.34;0.36;19.45;698;301;0
80;67.01;5645.02;3.2;0.4;20.04;453;546;0
80;66.28;5921.11;3.13;0.39;21.13;412;587;0
80;59.53;5048.88;3.36;0.37;18.94;602;397;0
80;54.2;5452.68;3.15;0.36;21.14;696;303;0
80;64.59;5804.72;3.14;0.39;20.91;462;537;0
80;50;5620.6;3.05;0.35;22.51;916;83;0
80;60.91;5018.1;3.39;0.38;18.66;562;437;0
80;50;5984.68;2.96;0.35;23.96;886;113;0
80;83.04;5000;3.56;0.42;16.66;206;793;0
80;78.1;5000;3.52;0.41;16.95;251;748;0
80;72.52;5616.1;3.25;0.41;19.38;370;629;0
80;63.92;5094.16;3.38;0.38;18.54;518;481;0
75.27;50;5000;3.47;0.34;21;587;412;0
80;76.46;5000;3.5;0.41;17.07;268;731;0
80;97.1;5000.01;3.77;0.45;16.15;99;900;0
80;53.5;5185.84;3.25;0.36;20.3;747;252;0
80;80.37;5000;3.54;0.42;16.81;227;772;0
80;65.74;5623.47;3.2;0.39;20.11;475;524;0
80;66.41;5000;3.44;0.39;17.96;438;561;0
80;56.41;5140.99;3.3;0.36;19.69;688;311;0
80;64.33;5822.89;3.13;0.39;21.01;464;535;0
80;82.04;5000;3.55;0.42;16.71;214;785;0
80;51.56;5693.22;3.05;0.35;22.5;775;224;0
80;50.21;5170.03;3.21;0.34;20.81;913;86;0
80;50;5053.02;3.26;0.34;20.44;951;48;0
80;54.96;5514.52;3.14;0.36;21.24;677;322;0
80;76.39;5000;3.5;0.41;17.07;269;730;0
80;53.93;5137.6;3.27;0.36;20.06;742;257;0
80;50;6221.6;2.92;0.35;24.94;859;140;0
80;69.52;5000;3.46;0.4;17.64;378;621;0
80;77.55;5000;3.51;0.41;16.99;256;743;0
80;65.85;5040.31;3.41;0.39;18.15;465;534;0
80;56.64;5976.46;3.03;0.37;22.71;619;380;0
80;77.64;5000;3.51;0.41;16.98;255;744;0
80;71.94;5000.01;3.47;0.4;17.43;335;664;0
80;61.11;5879.72;3.09;0.38;21.65;522;477;0
80;63.59;5047.54;3.4;0.38;18.43;511;488;0
80;60.59;5000;3.39;0.37;18.64;558;441;0
80;65.86;5450.67;3.25;0.39;19.5;492;507;0
80;57.76;5000;3.37;0.37;19.03;632;367;0
80;74.53;5000;3.49;0.41;17.21;292;707;0
80;53.59;5147.77;3.26;0.36;20.15;747;252;0
80;52.25;5228.64;3.21;0.35;20.66;775;224;0
80;64.57;5342.42;3.28;0.39;19.28;525;474;0
80;50;6343;2.91;0.35;25.46;838;161;0
80;54.26;5618.69;3.1;0.36;21.74;696;303;0
80;72.92;5000;3.48;0.4;17.34;317;682;0
80;54.43;5000;3.34;0.36;19.52;722;277;0
80;61.41;5842.84;3.1;0.38;21.47;517;482;0
80;50;6694.92;2.89;0.35;27;798;201;0
80;57.54;5000;3.37;0.37;19.06;641;358;0
80;51.95;5693.06;3.05;0.35;22.43;760;239;0
80;91.24;5000;3.67;0.44;16.31;143;856;0
80;60.73;5000;3.4;0.37;18.62;555;444;0
80;56.46;5000;3.36;0.36;19.21;666;333;0
80;78.24;5000;3.52;0.42;16.94;248;751;0
80;70.93;5546.15;3.26;0.4;19.29;403;596;0
80;72.19;5611.98;3.25;0.41;19.4;376;623;0
80;50;6253.78;2.92;0.35;25.08;855;144;0
80;50.21;5410.35;3.12;0.35;21.68;906;93;0
80;51.37;5628.4;3.07;0.35;22.29;781;218;0
80;53.42;5082.28;3.29;0.35;19.96;757;242;0
80;70.63;5611.98;3.24;0.4;19.54;401;598;0
80;68.92;5000.01;3.45;0.4;17.7;389;610;0
80;75.52;5000;3.5;0.41;17.14;279;720;0
80;60.83;5493.24;3.2;0.38;20.28;573;426;0
80;84.3;5000;3.58;0.43;16.59;195;804;0
80;100.6;5000;3.85;0.45;16.09;72;927;0
80;58.23;5794.68;3.09;0.37;21.76;590;409;0
