speed;rate;vol;wear;rough;cost;victories;defeats;draws
80;80.61;5000;50.15;0.66;6.71;827;172;0
79.9;96.19;5000;49.56;0.7;5.89;966;33;0
79.97;131.58;5000;51.48;0.78;4.99;363;636;0
75.3;67.33;5000;50.75;0.62;7.52;649;350;0
71.06;55.37;5000.01;51.4;0.57;8.55;396;603;0
74.96;50;5000;52.12;0.54;9.37;190;809;0
77.46;66.29;5000;50.99;0.61;7.7;559;440;0
79.01;67.47;5000;51.02;0.62;7.66;544;455;0
79.79;94;5000;49.6;0.7;5.98;955;44;0
80;108.64;5000;49.66;0.73;5.45;936;63;0
79.99;86.75;5000;49.84;0.68;6.34;901;98;0
79.82;108.66;5000;49.67;0.73;5.44;933;66;0
80;115.61;5000;49.97;0.74;5.27;871;128;0
69.96;50;5000;51.73;0.55;9.16;271;728;0
79.96;87.76;5000.12;49.79;0.68;6.29;908;91;0
79.22;98.55;5000;49.53;0.71;5.77;993;6;0
79.85;115.99;5000;50.01;0.74;5.26;867;132;0
72.51;57.31;5000.03;51.35;0.58;8.4;418;581;0
79.86;110.51;5000;49.73;0.73;5.39;918;81;0
79.97;98.55;5000;49.54;0.71;5.79;984;15;0
79.87;122.09;5000;50.46;0.76;5.13;733;266;0
71.91;62.88;5000;50.86;0.61;7.8;607;392;0
72.28;51.43;5000;51.79;0.55;9.07;249;750;0
79.97;70.94;5000;50.82;0.63;7.41;627;372;0
79.96;72.73;5000;50.68;0.63;7.26;670;329;0
80;99.97;5000;49.54;0.71;5.74;994;5;0
73.53;50;5000;52;0.54;9.31;205;794;0
78.53;150;5000;55.44;0.83;4.87;8;991;0
79.99;72.5;5000;50.7;0.63;7.28;665;334;0
78.87;68.02;5000.12;50.96;0.62;7.61;573;426;0
80;88.6;5001.83;49.78;0.68;6.25;913;86;0
79.83;86.73;5000;49.83;0.68;6.34;903;96;0
79.86;84.78;5000;49.92;0.67;6.45;881;118;0
79.63;87.41;5000;49.79;0.68;6.29;909;90;0
79.34;78.76;5000;50.22;0.66;6.8;811;188;0
79.99;75.37;5000;50.49;0.64;7.06;724;275;0
79.85;100.8;5000;49.54;0.71;5.7;993;6;0
79.61;90.91;5000;49.67;0.69;6.11;935;64;0
79.88;96.69;5000;49.56;0.7;5.86;970;29;0
78.65;97.8;5000;49.53;0.71;5.78;992;7;0
79.96;96.59;5000.01;49.56;0.7;5.87;968;31;0
72.84;61.67;5000;51.02;0.6;7.95;544;455;0
